学生番号【ダミー】,年度,Q01_所属学部,Q01_所属学部_ラベル,Q02_学年,Q03_履修科目数,Q04_授業時間外学習時間,Q04_授業時間外学習時間_ラベル,Q05_授業の理解度,Q05_授業の理解度_ラベル,Q06_授業の満足度,Q06_授業の満足度_ラベル,Q07_課題が多い,Q07_課題が多い_ラベル,Q08_あなたの学生生活は充実していますか,Q08_あなたの学生生活は充実していますか_ラベル,Q09_教員とのコミュニケーション,Q09_教員とのコミュニケーション_ラベル,Q10_他の学生とのコミュニケーション,Q10_他の学生とのコミュニケーション_ラベル,Q11_図書館の設備,Q11_図書館の設備_ラベル,Q12_学内のICT環境について,Q12_学内のICT環境について_ラベル,GPA,TOEIC
"20A202",2020.000,1,"文学部","1年生",12,7,"16-20 時間",2,"あまり理解できなかった",3,"どちらでもない",5,"とてもそう思う",2,"あまり充実していない",3,"いくらかうまくいった",2,"あまりうまくいかなかった",4,"満足",3,"どちらでもない",1.600,624.000
"20A203",2020.000,2,"商学部","1年生",7,4,"3-5 時間",4,"よく理解できた",4,"満足",4,"ややそう思う",4,"充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",5,"とても満足",4,"満足",1.710,526.000
"20A204",2020.000,2,"商学部","1年生",10,5,"6-10 時間",3,"どちらでもない",5,"とても満足",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",4,"とてもうまくいった",4,"満足",5,"とても満足",3.010,616.000
"20A205",2020.000,1,"文学部","1年生",5,4,"3-5 時間",1,"まったく理解できなかった",1,"とても不満",3,"どちらでもない",3,"まあまあ充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",2,"不満",3,"どちらでもない",2.300,567.000
"20A206",2020.000,2,"商学部","1年生",13,7,"16-20 時間",4,"よく理解できた",3,"どちらでもない",4,"ややそう思う",1,"充実していない",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",4,"満足",3.440,651.000
"20A207",2020.000,1,"文学部","1年生",12,7,"16-20 時間",4,"よく理解できた",2,"不満",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",2,"不満",5,"とても満足",2.860,355.000
"20A208",2020.000,3,"保健学部","1年生",13,6,"11-15 時間",4,"よく理解できた",5,"とても満足",5,"とてもそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",3,"どちらでもない",3,"どちらでもない",2.130,265.000
"20A209",2020.000,2,"商学部","1年生",11,7,"16-20 時間",3,"どちらでもない",4,"満足",5,"とてもそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",4,"満足",4,"満足",0.950,81.000
"20A210",2020.000,3,"保健学部","1年生",14,7,"16-20 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",3,"まあまあ充実している",3,"いくらかうまくいった",4,"とてもうまくいった",4,"満足",3,"どちらでもない",2.490,604.000
"20A211",2020.000,2,"商学部","1年生",9,5,"6-10 時間",2,"あまり理解できなかった",2,"不満",4,"ややそう思う",4,"充実している",4,"とてもうまくいった",4,"とてもうまくいった",3,"どちらでもない",3,"どちらでもない",2.490,820.000
"20A212",2020.000,1,"文学部","1年生",10,6,"11-15 時間",1,"まったく理解できなかった",1,"とても不満",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",3,"いくらかうまくいった",2,"不満",2,"不満",3.060,661.000
"20A213",2020.000,1,"文学部","1年生",11,7,"16-20 時間",2,"あまり理解できなかった",4,"満足",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",4,"とてもうまくいった",3,"どちらでもない",3,"どちらでもない",3.030,537.000
"20A214",2020.000,3,"保健学部","1年生",6,6,"11-15 時間",5,"大変よく理解できた",5,"とても満足",5,"とてもそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",3,"いくらかうまくいった",2,"不満",4,"満足",2.740,340.000
"20A215",2020.000,2,"商学部","1年生",4,3,"1-2 時間",4,"よく理解できた",5,"とても満足",2,"あまりそう思わない",3,"まあまあ充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",3.170,702.000
"20A216",2020.000,3,"保健学部","1年生",8,6,"11-15 時間",3,"どちらでもない",4,"満足",3,"どちらでもない",3,"まあまあ充実している",1,"まったくうまくいかなかった",4,"とてもうまくいった",4,"満足",4,"満足",2.880,497.000
"20A217",2020.000,2,"商学部","1年生",14,8,"20 時間以上",3,"どちらでもない",2,"不満",5,"とてもそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",2,"不満",3,"どちらでもない",3.370,742.000
"20A218",2020.000,3,"保健学部","1年生",9,5,"6-10 時間",4,"よく理解できた",3,"どちらでもない",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",3,"どちらでもない",2.900,687.000
"20A219",2020.000,3,"保健学部","1年生",10,4,"3-5 時間",3,"どちらでもない",3,"どちらでもない",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",2,"不満",3.320,570.000
"20A220",2020.000,1,"文学部","1年生",11,4,"3-5 時間",3,"どちらでもない",4,"満足",4,"ややそう思う",3,"まあまあ充実している",4,"とてもうまくいった",4,"とてもうまくいった",3,"どちらでもない",3,"どちらでもない",2.350,399.000
"20A221",2020.000,1,"文学部","1年生",9,6,"11-15 時間",2,"あまり理解できなかった",1,"とても不満",5,"とてもそう思う",1,"充実していない",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",1,"とても不満",1,"とても不満",0.330,101.000
"20A222",2020.000,2,"商学部","1年生",7,4,"3-5 時間",2,"あまり理解できなかった",3,"どちらでもない",4,"ややそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",2,"不満",2,"不満",2.840,572.000
"20A223",2020.000,3,"保健学部","1年生",11,4,"3-5 時間",3,"どちらでもない",3,"どちらでもない",3,"どちらでもない",3,"まあまあ充実している",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",3,"どちらでもない",1.210,408.000
"20A224",2020.000,1,"文学部","1年生",12,7,"16-20 時間",3,"どちらでもない",4,"満足",5,"とてもそう思う",1,"充実していない",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",4,"満足",4,"満足",3.480,408.000
"20A225",2020.000,2,"商学部","1年生",13,5,"6-10 時間",1,"まったく理解できなかった",1,"とても不満",5,"とてもそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",4,"とてもうまくいった",3,"どちらでもない",1,"とても不満",2.240,502.000
"20A226",2020.000,2,"商学部","1年生",12,6,"11-15 時間",2,"あまり理解できなかった",1,"とても不満",5,"とてもそう思う",2,"あまり充実していない",4,"とてもうまくいった",2,"あまりうまくいかなかった",1,"とても不満",2,"不満",3.190,448.000
"20A227",2020.000,3,"保健学部","1年生",7,5,"6-10 時間",4,"よく理解できた",3,"どちらでもない",2,"あまりそう思わない",2,"あまり充実していない",3,"いくらかうまくいった",1,"まったくうまくいかなかった",2,"不満",3,"どちらでもない",3.820,476.000
"20A228",2020.000,1,"文学部","1年生",13,7,"16-20 時間",3,"どちらでもない",3,"どちらでもない",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",3,"どちらでもない",4,"満足",1.320,211.000
"20A229",2020.000,3,"保健学部","1年生",4,5,"6-10 時間",2,"あまり理解できなかった",4,"満足",1,"まったくそう思わない",2,"あまり充実していない",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",4,"満足",5,"とても満足",1.010,259.000
"20A230",2020.000,1,"文学部","1年生",12,5,"6-10 時間",4,"よく理解できた",5,"とても満足",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",5,"とても満足",5,"とても満足",2.800,406.000
"20A231",2020.000,2,"商学部","1年生",12,6,"11-15 時間",4,"よく理解できた",3,"どちらでもない",4,"ややそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",4,"とてもうまくいった",3,"どちらでもない",4,"満足",1.600,278.000
"20A232",2020.000,3,"保健学部","1年生",10,8,"20 時間以上",1,"まったく理解できなかった",1,"とても不満",5,"とてもそう思う",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",4,"満足",3,"どちらでもない",3.410,461.000
"20A233",2020.000,1,"文学部","1年生",7,5,"6-10 時間",2,"あまり理解できなかった",2,"不満",2,"あまりそう思わない",2,"あまり充実していない",2,"あまりうまくいかなかった",4,"とてもうまくいった",3,"どちらでもない",3,"どちらでもない",2.380,634.000
"20A234",2020.000,1,"文学部","1年生",10,6,"11-15 時間",3,"どちらでもない",3,"どちらでもない",3,"どちらでもない",2,"あまり充実していない",1,"まったくうまくいかなかった",1,"まったくうまくいかなかった",2,"不満",2,"不満",3.530,513.000
"20A235",2020.000,2,"商学部","1年生",11,5,"6-10 時間",4,"よく理解できた",4,"満足",5,"とてもそう思う",3,"まあまあ充実している",2,"あまりうまくいかなかった",1,"まったくうまくいかなかった",3,"どちらでもない",3,"どちらでもない",2.350,614.000
"20A236",2020.000,1,"文学部","1年生",14,6,"11-15 時間",5,"大変よく理解できた",5,"とても満足",5,"とてもそう思う",1,"充実していない",3,"いくらかうまくいった",3,"いくらかうまくいった",4,"満足",4,"満足",1.880,660.000
"20A237",2020.000,1,"文学部","1年生",9,4,"3-5 時間",2,"あまり理解できなかった",4,"満足",5,"とてもそう思う",2,"あまり充実していない",1,"まったくうまくいかなかった",2,"あまりうまくいかなかった",5,"とても満足",1,"とても不満",1.370,131.000
"20A238",2020.000,2,"商学部","1年生",10,7,"16-20 時間",1,"まったく理解できなかった",2,"不満",2,"あまりそう思わない",2,"あまり充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",3,"どちらでもない",1,"とても不満",2.850,356.000
"20A239",2020.000,3,"保健学部","1年生",11,7,"16-20 時間",1,"まったく理解できなかった",2,"不満",5,"とてもそう思う",4,"充実している",2,"あまりうまくいかなかった",3,"いくらかうまくいった",2,"不満",2,"不満",2.940,525.000
"20A240",2020.000,1,"文学部","1年生",12,8,"20 時間以上",2,"あまり理解できなかった",3,"どちらでもない",3,"どちらでもない",4,"充実している",1,"まったくうまくいかなかった",2,"あまりうまくいかなかった",3,"どちらでもない",5,"とても満足",2.700,432.000
"20A241",2020.000,2,"商学部","1年生",7,4,"3-5 時間",3,"どちらでもない",4,"満足",3,"どちらでもない",1,"充実していない",2,"あまりうまくいかなかった",2,"あまりうまくいかなかった",3,"どちらでもない",2,"不満",2.860,440.000
"20A242",2020.000,3,"保健学部","1年生",12,5,"6-10 時間",3,"どちらでもない",5,"とても満足",4,"ややそう思う",2,"あまり充実していない",3,"いくらかうまくいった",1,"まったくうまくいかなかった",3,"どちらでもない",3,"どちらでもない",3.260,777.000
"20A243",2020.000,1,"文学部","1年生",5,6,"11-15 時間",2,"あまり理解できなかった",1,"とても不満",5,"とてもそう思う",3,"まあまあ充実している",1,"まったくうまくいかなかった",3,"いくらかうまくいった",2,"不満",4,"満足",1.570,537.000
